月間有効求人倍率（一般）,総人口に占める男性の割合,15歳未満人口割合,15～64歳人口割合,65歳以上人口割合,合計特殊出生率,転入者数（日本人移動者）,転出者数（日本人移動者）,結婚件数,離婚件数,着工建築物数,着工新設住宅戸数,着工新設持家数,着工新設貸家数,着工新設分譲住宅数,標準価格（平均価格）（住宅地）,標準価格（平均価格）（商業地）,幼稚園在園者数,幼稚園一園あたりの在園者数,幼稚園教員一人当たりの在園者数,小学校一校あたりの児童数,小学校教員一人当たりの児童数,中学校一校あたりの生徒数,中学校教員一人当たりの生徒数,中学校卒業者のうち進学者数の割合,高等学校一校あたりの生徒数,高等学校教員一人当たりの生徒数,高等学校卒業者のうち進学者数の割合,大学一校あたりの学生数,大学教員一人当たりの学生数,大学卒業者のうち進学者数の割合,一般旅券発行件数,着工新設住宅戸数,医療施設数,保育所等一施設あたりの在所児数,保育所等保育士一人当たりの在所児数,保育所等在所児数,消費支出（二人以上の世帯）,食料費（二人以上の世帯）,住居費（二人以上の世帯）,光熱・水道費（二人以上の世帯）,家具・家事用品費（二人以上の世帯）,被服及び履物費（二人以上の世帯）,保健医療費（二人以上の世帯）,交通・通信費（二人以上の世帯）,教育費（二人以上の世帯）,教養娯楽費（二人以上の世帯）,その他の消費支出（二人以上の世帯）,米FRB金利,日銀金利,NYダウ平均株価,日経平均株価,ドル円為替レート,県内総生産（名目）
0.64536313,0.472845764,0.127443881,0.606806662,0.267197683,1.31,0.02,0.02,0.004448226,0.00164084,0.004506155,0.005417089,0.002322954,0.00139609,0.00167777,52600,146800,0.01251412,85.55445545,11.51365756,340.940367,15.05468908,349.7521368,13.52760331,0.979706796,706.8490566,14.23366261,0.575277472,1900.545455,14.08760108,0.089488332,0.028149167,0.005417089,0.000912382,120.3707865,6.050833098,0.015514844,307879,71345,14642,23776,9088,12986,12583,40723,18724,31186,72826,0.25,0.073,16576.66,16291.31,99.66,2.52752643
0.539330132,0.472622478,0.128962536,0.616714697,0.255763689,1.32,0.02,0.02,0.004483429,0.001721902,0.004130403,0.004961816,0.002118876,0.001146974,0.00168804,56800,155200,0.012806196,87.56157635,11.9777628,344.5570776,15.28727715,356.3504274,13.66983607,0.978206143,714.4528302,14.3106576,0.577732957,1935.909091,14.46671196,0.080142289,0.034801873,0.004961816,0.000907061,123.1460674,6.388807928,0.015792507,315513,71093,21107,22478,11799,12914,14496,42410,16592,30792,71833,0.25,0.084,13104.14,10395.18,78.96,2.483798271
0.465715321,0.47311828,0.13046595,0.626523297,0.243727599,1.27,0.02,0.02,0.004487455,0.001736918,0.003746237,0.004414337,0.002016487,0.000822222,0.001535484,57400,157100,0.012963441,88.64705882,12.29367777,352.8949772,15.60032297,347.35,13.59934747,0.982325987,715.1509434,14.3517607,0.586938296,2148.5,14.65552524,0.091442953,0.035567025,0.004414337,0.000886022,118.5265957,6.245235426,0.015973477,301667,70198,18037,21417,10056,13097,16292,33632,16800,30997,71139,0.25,0.073,12217.56,8455.35,79.44,2.488752688
0.404471158,0.473554466,0.131368117,0.624719432,0.238266102,1.29,0.02,0.02,0.004708266,0.001857605,0.003936524,0.004459824,0.002088914,0.000995911,0.001345729,59500,160200,0.013045359,89.13658537,12.17388408,358.9227273,15.94567851,349.1260504,13.6619533,0.980459351,724.4528302,14.53843241,0.58107997,2176,14.97591191,0.092732856,0.03802951,0.004459824,0.000883112,116.6325301,6.09219635,0.013822098,318381,72210,17833,22313,11554,13993,13353,41233,19786,37030,69076,0.25,0.094,11577.51,10228.92,87.67,2.554435979
0.32434431,0.473646724,0.131766382,0.63034188,0.234330484,1.23,0.02,0.02,0.004689459,0.001860399,0.004004986,0.004389601,0.00197792,0.000947293,0.001462251,62400,162200,0.013273504,91.80295567,12.61746784,356.896861,16.15016234,351.9159664,13.85312603,0.980042017,717.2830189,14.32403919,0.598192821,2205.9,15.01633764,0.097984434,0.036423789,0.004389601,0.000876781,116.5942857,6.350451292,0.014532764,329130,76405,14236,22144,10333,13426,15283,53545,15376,38954,69428,0.25,0.102,10428.05,10546.44,94.49,2.498271368
0.47456186,0.474769012,0.133617626,0.638237385,0.226012793,1.22,0.02,0.02,0.004722814,0.001806681,0.004220327,0.005777541,0.002058991,0.001987207,0.001711443,65900,165700,0.013720682,94.17073171,12.84431138,359.6026786,16.34889385,351.9243697,13.93643927,0.979551739,682.8035714,14.4454099,0.587478347,2231.2,15.38758621,0.098859316,0.033536603,0.005777541,0.000864961,111.7395833,6.306290417,0.015248045,338445,73654,17472,22681,10586,16888,16163,46153,17241,42140,75467,2,0.503,8776.39,8859.56,106.76,2.587773276
1.21261134,0.47027027,0.115675676,0.552432432,0.330810811,1.46,0.01,0.02,0.004172973,0.001724324,0.004887568,0.005405405,0.003060541,0.001428108,0.000817297,36400,83800,0.005697297,73.19444444,10.15414258,182.4819277,11.65076923,184.5658915,10.46089631,0.978900335,543.0638298,11.87715216,0.514854987,1824.25,10.36505682,0.153307888,0.027028108,0.005405405,0.001189189,94.28855721,8.006759611,0.020488649,242191,65239,13440,20035,8064,8495,12400,33189,9082,24093,48153,2.35,-0.071,28538.44,23656.62,108.23,3.872673148
1.181254792,0.470588235,0.11657754,0.556149733,0.327272727,1.48,0.01,0.02,0.004048128,0.001803209,0.005064171,0.005239572,0.003103743,0.001358289,0.000761497,35400,83800,0.006286631,76.33766234,10.27622378,180.5058824,11.97113134,186.870229,10.62961355,0.983717934,563.5957447,12.27479147,0.485484796,2373,10.36244541,0.151979566,0.025380749,0.005239572,0.001186096,92.24752475,7.932737335,0.019929412,224853,65642,9117,21083,7213,7794,12015,27543,3697,24383,46366,1.95,-0.07,23327.46,20014.77,111.41,3.854935829
1.038751293,0.46984127,0.118518519,0.55978836,0.321693122,1.52,0.01,0.02,0.004275132,0.001813757,0.004721693,0.004924868,0.002819048,0.001393651,0.000704762,36200,81100,0.006590476,75.03614458,10.60988075,178.2730769,12.14648847,193.7022901,10.84865327,0.985818847,569.4375,12.54958678,0.477652678,2342,10.13852814,0.162507997,0.02330582,0.004924868,0.001174603,103.8494624,8.475647214,0.020440212,238907,67556,13266,21053,9178,8837,9376,31133,5504,22531,50473,1.25,-0.054,24719.22,22764.94,112.5,3.678765079
0.937277007,0.470649895,0.119496855,0.5639413,0.316561845,1.50,0.01,0.02,0.004256813,0.001856394,0.00477044,0.005212788,0.002925577,0.001355346,0.000919287,34300,78600,0.006903564,76.58139535,10.97666667,177.7865169,12.3875261,199.8283582,11.15243648,0.983518259,568.5102041,12.61639493,0.488315157,2328.666667,9.867231638,0.175449871,0.021966457,0.005212788,0.001185535,102.9421053,7.780031822,0.020502096,247243,66828,12886,19527,11120,9394,12401,26256,7166,24723,56942,0.5,-0.043,19762.6,19114.37,103.97,3.816281971
0.845721077,0.470346489,0.120812097,0.56692705,0.307436131,1.54,0.01,0.02,0.004489513,0.001962475,0.004545554,0.00477802,0.002656762,0.001676043,0.000435875,34700,78700,0.007173257,73.53191489,10.93670886,180.9253731,12.72650919,203.1764706,11.35250616,0.985142255,572.5102041,12.57418198,0.495058401,2334.333333,10.4366617,0.163111669,0.019290582,0.00477802,0.001186203,97.34020619,7.934453782,0.01959777,278489,66589,17583,20848,10764,10668,11866,38294,9151,26605,66122,0.25,0.074,17425.03,19033.71,123.31,3.610582007
0.813657079,0.470164609,0.122427984,0.572016461,0.304526749,1.55,0.01,0.01,0.004546296,0.001969136,0.004696502,0.004984568,0.002651235,0.001507202,0.00067284,35400,79700,0.008259259,75.73584906,10.96721311,182.0110701,13.00079072,208.2335766,11.65359477,0.982362042,570.46,12.57073601,0.475829488,2339.666667,10.586727,0.152356359,0.01937037,0.004984568,0.00118107,101.6834171,7.638731597,0.020817901,264987,65780,8655,21681,10254,11138,10551,40660,13615,24644,58009,0.25,0.066,17823.07,17450.77,101.73,3.598225309
0.713820354,0.470408163,0.123469388,0.581632653,0.293877551,1.52,0.01,0.01,0.004712245,0.00200102,0.00557551,0.005782653,0.003484694,0.001480612,0.000802041,36200,81400,0.008470408,78.31132075,11.26322931,186.2573529,13.26577638,211.826087,11.85882353,0.980596119,560.372549,12.42025206,0.494349334,2348.666667,10.37702504,0.148578811,0.020096939,0.005782653,0.001180612,98.05970149,7.482915718,0.020112245,258464,64350,15389,21069,11235,10801,9550,27751,10596,25105,62619,0.25,0.073,16576.66,16291.31,99.66,3.642671429
0.630531666,0.470647773,0.125506073,0.590080972,0.284412955,1.53,0.01,0.01,0.004720648,0.001982794,0.004934211,0.00522166,0.003081984,0.001454453,0.00065587,37700,83700,0.008580972,79.98113208,11.28894807,187.5503597,13.43442412,214.9492754,12.00931174,0.980362538,572.6078431,12.56043011,0.47755277,2371,10.46029412,0.157035176,0.024948381,0.00522166,0.001168016,97.12195122,7.602138221,0.020151822,244922,63070,10735,20112,9071,9686,10997,26975,9395,25259,59620,0.25,0.084,13104.14,10395.18,78.96,3.597378543
0.577794953,0.470351759,0.126633166,0.59798995,0.275376884,1.49,0.01,0.01,0.004624121,0.001899497,0.004630151,0.004753769,0.002859296,0.001327638,0.000557789,39300,87800,0.008541709,76.56756757,11.18289474,188.5034965,13.78470979,215.8857143,12.12354593,0.980390244,586.86,12.59896951,0.479649891,2362.666667,10.75569044,0.173238526,0.024801005,0.004753769,0.001146734,93.9009901,7.326380842,0.019063317,252829,62054,18932,19344,9688,9856,10370,27386,10530,23632,61036,0.25,0.073,12217.56,8455.35,79.44,3.589518593
0.511910988,0.470363142,0.127724262,0.593268995,0.270251986,1.47,0.01,0.01,0.004760536,0.002072445,0.004860317,0.004879275,0.002983442,0.001162445,0.000563761,41200,92800,0.008609077,73.74358974,11.234375,191.8103448,14.14314772,213.3521127,12.04612326,0.984795787,597.78,12.87763895,0.492226891,2382.666667,10.92966361,0.197850822,0.026355072,0.004879275,0.001142489,89.47867299,7.474267617,0.018838593,235118,62084,9430,18814,8302,8355,11349,26607,6925,27836,55415,0.25,0.094,11577.51,10228.92,87.67,3.496202347
0.426634754,0.470238095,0.12797619,0.60218254,0.265873016,1.36,0.01,0.02,0.004670635,0.002011905,0.004565476,0.004847222,0.00277381,0.001375992,0.000652778,42700,95900,0.008824405,76.68103448,11.34566327,195.5051546,14.32686981,217.084507,12.27638391,0.979751671,553.2777778,12.72986792,0.500159185,2410,11.00456621,0.207750953,0.025309524,0.004847222,0.001140873,89.34722222,7.886800163,0.019145833,260471,64105,13248,19390,9297,10447,12346,30102,7847,27827,65862,0.25,0.102,10428.05,10546.44,94.49,3.328169643
0.640626137,0.470414201,0.130177515,0.606508876,0.26035503,1.41,0.01,0.02,0.00483432,0.002143984,0.004883629,0.005586785,0.003040434,0.001730769,0.000771203,44300,95200,0.009335306,80.22033898,11.81772784,194.8461538,14.42411488,212.3310345,12.05481597,0.975227651,547.75,12.66997109,0.504921058,2377,11.02163833,0.169370539,0.022923077,0.005586785,0.001136095,88.030837,7.904667722,0.019707101,261243,69475,14636,22221,8995,10266,11194,27917,9686,26677,60176,2,0.503,8776.39,8859.56,106.76,3.529619329
1.592100228,0.478417266,0.125899281,0.553956835,0.320143885,1.63,0.01,0.02,0.004296763,0.001591727,0.004883094,0.004760791,0.002895683,0.001314748,0.000521583,19400,47400,0.003832734,106.55,8.733606557,234.1721311,11.68944354,250.2033898,10.33753501,0.963222067,462.28125,10.67316017,0.453485952,2237.333333,7.943195266,0.210306407,0.021758993,0.004760791,0.000964029,94.53225806,8.212517515,0.031624101,280966,72470,16859,21901,11411,9882,11450,44073,7664,26828,58428,2.35,-0.071,28538.44,23656.62,108.23,3.410580483
1.531827572,0.478571429,0.126785714,0.558928571,0.316071429,1.61,0.01,0.02,0.004158929,0.001632143,0.005275,0.005207143,0.003019643,0.001694643,0.000439286,19500,47700,0.003958929,110.85,8.626459144,231.512,11.79258354,251.05,10.51151431,0.968382495,469.78125,11.09446494,0.43244898,2236.666667,7.757225434,0.225918226,0.020873214,0.005207143,0.000966071,93.23404255,7.455550829,0.0313,266955,71015,14672,22577,11070,9470,10699,36332,8218,24500,58403,1.95,-0.07,23327.46,20014.77,111.41,3.40715
1.486575801,0.477876106,0.127433628,0.562831858,0.309734513,1.66,0.02,0.02,0.004272566,0.001582301,0.005021239,0.00520885,0.002874336,0.001961062,0.000359292,19600,48000,0.003987611,112.65,8.80078125,229.828125,11.70167064,246.6666667,10.60027285,0.973051011,478.625,11.31166913,0.4380182,2228.333333,7.666284404,0.24047124,0.018269027,0.00520885,0.000948673,97.86666667,7.839786382,0.031178761,257533,68355,18994,20109,9492,8627,10385,46107,5433,22228,47802,1.25,-0.054,24719.22,22764.94,112.5,3.357472566
1.231753676,0.477192982,0.128070175,0.568421053,0.303508772,1.60,0.02,0.02,0.004287719,0.00164386,0.004594737,0.004952632,0.002477193,0.002094737,0.000331579,19800,48300,0.003842105,109.5,8.830645161,225.6893939,11.77975484,251.6349206,10.65389785,0.966791045,483.15625,11.58127341,0.422044663,2216.666667,7.548240636,0.22892392,0.018154386,0.004952632,0.000950877,95.03333333,7.864827586,0.030010526,252245,68331,12124,19833,9553,9633,10022,35548,8142,24172,54887,0.5,-0.043,19762.6,19114.37,103.97,3.231107018
1.007464823,0.477302809,0.128496218,0.569022794,0.294872533,1.65,0.02,0.02,0.004675285,0.001731652,0.004471253,0.004404987,0.002310613,0.00170375,0.000380161,20100,49400,0.003853927,110.5,8.435114504,223.9851852,11.92820513,255.6666667,10.7811245,0.974191203,480.28125,11.41827637,0.434693878,2193.666667,7.564367816,0.24082232,0.015729604,0.004404987,0.000953891,94.54143646,7.446475196,0.029840908,274809,65870,12446,21360,10209,11327,11374,43473,7682,23481,67587,0.25,0.074,17425.03,19033.71,123.31,3.161059289
0.873094368,0.47660312,0.129982669,0.575389948,0.289428076,1.60,0.02,0.02,0.004615251,0.001783362,0.004188908,0.004450607,0.00210052,0.001998267,0.000337955,20600,51800,0.006738302,111.0857143,9,227.6666667,12.18675654,251.9538462,10.84569536,0.97694419,484.375,11.18326118,0.419386746,3210,7.886977887,0.234615385,0.015604853,0.004450607,0.000954939,88.1420765,6.413518887,0.027954939,268355,63945,17578,23097,9550,7973,10784,43782,6842,23269,61535,0.25,0.066,17823.07,17450.77,101.73,3.034142114
0.728334516,0.477586207,0.131034483,0.584482759,0.281034483,1.62,0.02,0.02,0.004687931,0.001687931,0.005013793,0.00417069,0.002812069,0.001172414,0.000174138,21300,53900,0.007046552,116.7714286,9.352402746,225.4275362,12.21397723,256.53125,11.08575287,0.974571587,504.1935484,11.30151844,0.417310037,3120,7.83919598,0.255591054,0.017510345,0.00417069,0.000960345,92.08988764,6.38317757,0.028262069,266115,65865,10665,23542,9931,10532,11274,37652,6372,23810,66472,0.25,0.073,16576.66,16291.31,99.66,2.997651724
0.574712155,0.476843911,0.132075472,0.595197256,0.271012007,1.57,0.02,0.02,0.004732419,0.001826758,0.004149228,0.003746141,0.002054889,0.001377358,0.000271012,22900,58700,0.00706175,111.2702703,9.464367816,226.6928571,12.36827747,252.1384615,11.03636364,0.975123468,528.2903226,11.58203678,0.423041811,3055.5,7.5351418,0.284109149,0.019909091,0.003746141,0.000957118,89.38586957,6.409586906,0.028210978,276867,65626,17523,23659,9220,10165,11225,42908,8064,24460,64017,0.25,0.084,13104.14,10395.18,78.96,2.939802744
0.531388083,0.4778157,0.131399317,0.602389078,0.264505119,1.58,0.02,0.02,0.004602389,0.001776451,0.004267918,0.003805461,0.002148464,0.001467577,0.000172355,24200,62700,0.007412969,111.3846154,9.610619469,219.1564626,12.71349645,255.6923077,11.40700069,0.970406905,537.0645161,11.60209059,0.432835821,3001,7.559193955,0.304907482,0.020889078,0.003805461,0.000950512,88.44067797,6.549790795,0.026713311,263659,63787,15838,20340,9877,10142,12933,35722,6903,25266,62852,0.25,0.073,12217.56,8455.35,79.44,2.94783959
0.519168302,0.476841746,0.132419517,0.598127634,0.260952287,1.54,0.02,0.02,0.004814267,0.001938277,0.004043033,0.003861266,0.002137032,0.001564552,7.64439E-05,25600,67500,0.007620607,115.025641,10.14932127,221.6870748,12.82992126,257.8923077,11.49725652,0.977729885,553.9354839,11.63414634,0.438185808,2967,7.530456853,0.289118348,0.022221392,0.003861266,0.000971687,85.99450549,6.6121673,0.026587188,266857,66389,17698,21400,8868,10942,12015,34731,8607,27557,58649,0.25,0.094,11577.51,10228.92,87.67,2.984514165
0.390530857,0.476351351,0.128378378,0.611486486,0.258445946,1.46,0.02,0.02,0.004658784,0.001942568,0.003761824,0.003474662,0.001864865,0.001486486,8.9527E-05,27100,71600,0.007775338,115.075,10.41402715,219.8791946,12.93917852,266.8307692,11.83890785,0.975012329,554.2258065,11.53087248,0.449061418,3009.5,7.736503856,0.314966493,0.021236486,0.003474662,0.000969595,86.51871658,6.917058572,0.027329392,262639,63362,21608,21086,8724,9232,10987,34962,8861,24015,59804,0.25,0.102,10428.05,10546.44,94.49,3.091244932
0.49331479,0.476510067,0.130872483,0.61409396,0.255033557,1.43,0.02,0.02,0.004837248,0.001800336,0.004303691,0.004434564,0.002134228,0.001837248,0.000459732,28400,76300,0.007984899,118.975,10.96543779,205.7962963,12.84244992,274.71875,11.93618466,0.97305998,570.9032258,11.56732026,0.435500695,3045,8.013157895,0.269545793,0.021063758,0.004434564,0.00095302,85.94818653,7.034775233,0.027832215,277875,66428,22848,22288,9045,10602,12036,29989,9850,25633,69156,2,0.503,8776.39,8859.56,106.76,3.191357383
1.75650165,0.483679525,0.123145401,0.534124629,0.34272997,1.68,0.01,0.02,0.003894659,0.001402077,0.004792285,0.006062315,0.002593472,0.002940653,0.000474777,21000,38600,0.004599407,34.44444444,7.948717949,170.575,10.76862374,177.1958763,9.137692717,0.977151692,385.5531915,10.39048165,0.451000168,3472,7.317175975,0.14,0.017038576,0.006062315,0.001120178,78.37966102,6.293413174,0.034305638,276112,66834,16988,24027,10314,10559,12698,43969,6055,22584,62085,2.35,-0.071,28538.44,23656.62,108.23,3.733274135
1.729555869,0.482352941,0.123529412,0.538235294,0.339705882,1.74,0.01,0.02,0.003929412,0.001325,0.004561765,0.005563235,0.002535294,0.002391176,0.000508824,21200,39000,0.004745588,35.85555556,7.928746929,171.4334975,10.90598558,175.96,9.217391304,0.975108587,395.5319149,10.70852535,0.459298478,3409,7.079958463,0.168699187,0.016351471,0.005563235,0.001123529,76.2137931,6.211916807,0.032502941,313323,74367,19793,24884,11882,10776,13162,48616,12299,30846,66699,1.95,-0.07,23327.46,20014.77,111.41,3.723205882
1.555698346,0.481751825,0.124087591,0.540145985,0.335766423,1.72,0.01,0.02,0.003886131,0.001510949,0.004508029,0.004858394,0.00250365,0.001915328,0.000392701,21400,39500,0.005141606,38.2826087,8.365795724,171.0490196,10.99023622,178.8823529,9.434332989,0.97914327,400.3829787,10.82116159,0.467195505,3320.5,7.289791438,0.166103984,0.015059854,0.004858394,0.001115328,81.18115942,6.174152659,0.032709489,293721,73698,19239,25525,10754,10098,12126,44194,7194,27173,63720,1.25,-0.054,24719.22,22764.94,112.5,3.623753285
1.339923963,0.479710145,0.124637681,0.544927536,0.330434783,1.75,0.01,0.02,0.003989855,0.001375362,0.004371014,0.004831884,0.002236232,0.002102899,0.000478261,21700,40100,0.005331884,39.98913043,7.285148515,170.684466,10.98437988,183.5980392,9.569238631,0.979635915,401.8297872,10.76125356,0.458229942,3326,7.457399103,0.162310867,0.014176812,0.004831884,0.001113043,81.17985612,6.272373541,0.032707246,278273,70301,21697,22004,10553,9968,10712,42183,8189,28907,53760,0.5,-0.043,19762.6,19114.37,103.97,3.60644058
1.142094715,0.479745144,0.123937139,0.542775134,0.320655806,1.78,0.02,0.02,0.004221202,0.001471876,0.004185197,0.004494838,0.002121402,0.001821843,0.00052567,22100,40400,0.005448245,39.82105263,7.403131115,167.8957346,11.07408565,187.627451,9.784253579,0.982336535,398.1702128,10.51348315,0.470448772,3350.5,7.658285714,0.150853242,0.012352524,0.004494838,0.001103187,79.9133574,6.197088466,0.031880084,289805,67479,16175,24238,9371,10147,11836,51055,8645,26242,64616,0.25,0.074,17425.03,19033.71,123.31,3.552747022
1.065140034,0.47925608,0.125894134,0.553648069,0.316165951,1.66,0.01,0.02,0.004323319,0.001381974,0.004306152,0.004502146,0.002144492,0.001965665,0.000377682,22500,41500,0.005805436,39.01923077,7.459558824,166.4722222,11.17054986,188.1650485,9.990206186,0.983685519,393.5208333,10.61776279,0.462558628,3334.5,7.873671783,0.17325665,0.012876967,0.004502146,0.001097282,78.60902256,6.121194379,0.029914163,281782,64534,18581,24037,9588,10852,12431,47902,7972,27513,58372,0.25,0.066,17823.07,17450.77,101.73,3.403108727
0.970870748,0.478693182,0.126420455,0.5625,0.308238636,1.65,0.01,0.02,0.00425,0.001484375,0.004826705,0.004930398,0.002738636,0.00171875,0.000377841,23100,42700,0.006028409,39.2962963,7.578571429,165.5294118,11.24561943,186.9230769,10.05170631,0.976369495,397.7708333,10.58957293,0.469998383,3294,7.908763505,0.171014493,0.013610795,0.004930398,0.001096591,79.07434944,5.976678842,0.030214489,296630,65488,22584,24318,9448,11664,12241,47456,8828,27193,67410,0.25,0.073,16576.66,16291.31,99.66,3.316833807
0.832663239,0.478813559,0.127118644,0.572033898,0.299435028,1.68,0.02,0.02,0.004398305,0.001432203,0.003981638,0.004080508,0.001995763,0.001827684,0.000230226,23500,43900,0.006526836,41.63063063,8.251785714,161.1478261,11.30344617,186.2857143,10.05138746,0.979678496,391.6,10.78787879,0.460369674,3244,7.779376499,0.189580318,0.017090395,0.004080508,0.001094633,79.16666667,6.25182802,0.030190678,271469,63515,21254,25076,8942,9750,10418,40353,4539,23097,64526,0.25,0.084,13104.14,10395.18,78.96,3.269163842
0.785375439,0.47826087,0.127629734,0.580645161,0.290322581,1.61,0.02,0.02,0.00428892,0.001462833,0.004117812,0.004330996,0.001953717,0.002007013,0.000326788,24200,45800,0.006678822,41.05172414,8.428318584,161.2212766,11.3298445,187.9056604,10.19344933,0.983531834,400.9,11.00768808,0.469840784,3197.5,8.146496815,0.176945668,0.016807854,0.004330996,0.001091164,75.948,6.118917177,0.026629734,269293,62271,17840,23310,9174,9099,12532,44689,4813,25308,60258,0.25,0.073,12217.56,8455.35,79.44,3.331528752
0.628032806,0.478104871,0.128545282,0.577299598,0.289097947,1.68,0.01,0.02,0.004576267,0.00154726,0.004034029,0.003670213,0.001998893,0.001474776,9.7575E-05,25000,48500,0.006969642,41.66666667,8.680555556,156.1341463,11.20122485,190.9245283,10.30973001,0.981195335,404.32,11.04096122,0.471855346,3208.5,8.269329897,0.198026779,0.017230348,0.003670213,0.001103991,76.55984556,6.120061728,0.027640205,280553,66722,19168,24355,10108,11563,9850,40490,8032,26474,63790,0.25,0.094,11577.51,10228.92,87.67,3.293480458
0.509005393,0.477115118,0.126213592,0.579750347,0.289875173,1.55,0.02,0.02,0.004466019,0.001563107,0.003576976,0.003471567,0.001846047,0.001330097,0.000194175,25700,51200,0.007305132,43.52892562,9.003418803,154.1857708,11.15818078,192.0740741,10.48206165,0.98401245,418.8367347,11.15986949,0.49738689,3182.5,8.181233933,0.197069597,0.016384189,0.003471567,0.00110957,75.92775665,6.351463104,0.027696255,288821,65735,21649,24108,9550,11661,11864,36336,8216,27275,72428,0.25,0.102,10428.05,10546.44,94.49,3.275988904
0.640310404,0.477303989,0.127922971,0.583218707,0.284731774,1.51,0.02,0.02,0.004268226,0.001536451,0.004127923,0.004445667,0.001927098,0.002063274,0.000403026,26400,53500,0.007792297,46.05691057,9.410299003,156.6996047,11.42836552,196.6481481,10.83018868,0.980753368,410.2352941,11.21221865,0.47489784,3180.5,8.436339523,0.18866571,0.01564099,0.004445667,0.001093535,74.19708029,6.393081761,0.027964237,299167,69681,18060,24229,10953,14032,11157,38953,7582,27282,77238,2,0.503,8776.39,8859.56,106.76,3.270777166
1.846718113,0.480952381,0.125396825,0.571428571,0.303174603,1.47,0.01,0.02,0.004621164,0.001621164,0.005161905,0.006336508,0.003065079,0.002214286,0.001011111,29300,94800,0.007690476,61.07142857,9.761584956,256.084399,13.19396495,309.1341463,12.35030451,0.960240893,609.9767442,13.12434326,0.517702961,2288.941176,10.03145141,0.117032393,0.026852381,0.006336508,0.000949735,102.9113636,8.388477214,0.023958201,306454,73890,22597,20952,12746,11410,14322,48805,11971,27416,62344,2.35,-0.071,28538.44,23656.62,108.23,4.104642779
1.840494256,0.480505796,0.126448894,0.572708114,0.300842993,1.53,0.01,0.02,0.004444679,0.001621707,0.005223393,0.007266596,0.002919389,0.003110116,0.00121549,29100,92200,0.008148577,59.48461538,10.16831032,257.9056122,13.44759244,312.6036585,12.54391975,0.964960338,624.2790698,13.33200894,0.522146119,2253.352941,10.04642014,0.112695815,0.024979979,0.007266596,0.000948367,107.6152074,8.188113604,0.024607482,290915,70041,17233,22409,10955,10635,15519,38849,15764,25693,63818,1.95,-0.07,23327.46,20014.77,111.41,4.112606428
1.613463298,0.480335606,0.127425275,0.575249082,0.297325642,1.54,0.01,0.02,0.004631358,0.001699528,0.005005768,0.007011012,0.002818039,0.003210802,0.000949659,29100,90100,0.008590456,59.35507246,10.54182754,256.4393939,13.60895202,321.2317073,12.72819522,0.966305856,630.6860465,13.43547189,0.509838165,2231,10.10039947,0.119852854,0.02351914,0.007011012,0.000940745,102.1666667,7.616298191,0.021858416,305472,74869,16295,21932,11043,11591,15990,47248,13082,27648,65774,1.25,-0.054,24719.22,22764.94,112.5,4.095446251
1.490263973,0.479895561,0.128981723,0.578067885,0.292428198,1.56,0.01,0.02,0.004655875,0.001694517,0.005297128,0.007233943,0.002983812,0.003175457,0.001010444,29100,88600,0.009065274,61.12676056,11.06437221,253.2679901,13.78911105,327.3636364,12.9470278,0.967338317,637.8023256,13.51009852,0.506755996,2214.882353,10.22068404,0.123661607,0.021898172,0.007233943,0.000944125,103.1446078,7.572971028,0.021975457,300762,72346,18401,21919,11831,11702,14967,39394,13481,27739,68983,0.5,-0.043,19762.6,19114.37,103.97,3.979820888
1.278206321,0.479944835,0.129006909,0.571493996,0.281482677,1.54,0.02,0.02,0.004819089,0.001715304,0.005034022,0.00662911,0.002824319,0.002754063,0.001020023,29200,87500,0.00936808,59.40924092,11.17380509,251.4170732,13.98846519,324.3058824,13.06755155,0.969735995,638.4534884,13.59757306,0.505361013,2204.235294,10.31150248,0.122099976,0.018886561,0.00662911,0.000939878,101.9698492,7.148846222,0.021120724,279855,73455,15988,23040,12043,11844,12788,36888,11510,27014,55286,0.25,0.074,17425.03,19033.71,123.31,4.037374481
1.252423375,0.479750779,0.132917965,0.586188993,0.280373832,1.49,0.02,0.02,0.004810488,0.001667705,0.004777259,0.005385254,0.002645379,0.002179128,0.000546729,29400,86000,0.00988837,57.88753799,11.19635509,249.9136691,14.32297966,328.5029586,13.32301416,0.965995987,628.4772727,13.63896424,0.506664398,2186.823529,10.27529022,0.127007478,0.019617342,0.005385254,0.000936137,105.5867347,6.870849934,0.021490135,285582,67364,23899,22996,11392,12900,10987,38486,12596,27847,57114,0.25,0.066,17823.07,17450.77,101.73,3.825463136
1.154191931,0.479813665,0.133540373,0.594202899,0.271221532,1.49,0.01,0.02,0.004995342,0.00177381,0.005656315,0.006970497,0.003482402,0.002575569,0.000890269,29600,85700,0.010156832,59.46363636,11.63189093,252.0692124,14.58999862,325.8197674,13.49735067,0.965573512,622.7840909,13.64326612,0.511668817,2178.529412,10.999406,0.127528158,0.020068841,0.006970497,0.000927019,105.5822785,7.107191547,0.021586439,289791,63507,21836,22173,12277,12049,12859,41835,9919,27123,66213,0.25,0.073,16576.66,16291.31,99.66,3.826100932
