月間有効求人倍率（一般）,総人口に占める男性の割合,15歳未満人口割合,15～64歳人口割合,65歳以上人口割合,合計特殊出生率,転入者数（日本人移動者）,転出者数（日本人移動者）,結婚件数,離婚件数,着工建築物数,着工新設住宅戸数,着工新設持家数,着工新設貸家数,着工新設分譲住宅数,標準価格（平均価格）（住宅地）,標準価格（平均価格）（商業地）,幼稚園在園者数,幼稚園一園あたりの在園者数,幼稚園教員一人当たりの在園者数,小学校一校あたりの児童数,小学校教員一人当たりの児童数,中学校一校あたりの生徒数,中学校教員一人当たりの生徒数,中学校卒業者のうち進学者数の割合,高等学校一校あたりの生徒数,高等学校教員一人当たりの生徒数,高等学校卒業者のうち進学者数の割合,大学一校あたりの学生数,大学教員一人当たりの学生数,大学卒業者のうち進学者数の割合,一般旅券発行件数,着工新設住宅戸数,医療施設数,保育所等一施設あたりの在所児数,保育所等保育士一人当たりの在所児数,保育所等在所児数,消費支出（二人以上の世帯）,食料費（二人以上の世帯）,住居費（二人以上の世帯）,光熱・水道費（二人以上の世帯）,家具・家事用品費（二人以上の世帯）,被服及び履物費（二人以上の世帯）,保健医療費（二人以上の世帯）,交通・通信費（二人以上の世帯）,教育費（二人以上の世帯）,教養娯楽費（二人以上の世帯）,その他の消費支出（二人以上の世帯）,米FRB金利,日銀金利,NYダウ平均株価,日経平均株価,ドル円為替レート,県内総生産（名目）
1.865706784,0.485714286,0.116190476,0.564761905,0.32,1.52,0.01,0.01,0.004032381,0.001259048,0.007886667,0.006095238,0.003224762,0.00214381,0.000689524,30600,73600,0.002904762,59.80392157,8.288043478,267.9315789,14.19208252,339.9878049,13.08873239,0.980841709,533.6981132,12.41703248,0.526580617,2074,9.540018399,0.201385881,0.024650476,0.006095238,0.000811429,103.0792079,10.51616162,0.029745714,324437,82244,11929,27618,11981,10567,12936,55863,13324,29748,68226,1.95,-0.07,23327.46,20014.77,111.41,4.594985714
1.703937796,0.483901515,0.117424242,0.566287879,0.316287879,1.55,0.01,0.01,0.004128788,0.001319129,0.007198864,0.006238636,0.003068182,0.002461174,0.000696023,30500,72600,0.003605114,66.78947368,8.853488372,269.0777202,14.43357421,347.9756098,13.48487713,0.987158244,541.6603774,12.44926279,0.518542686,2064.4,9.728557964,0.196658098,0.024350379,0.006238636,0.000802083,100.8054608,10.67437658,0.027969697,315868,75469,16361,24743,11216,10510,12089,45051,8580,28992,82857,1.25,-0.054,24719.22,22764.94,112.5,4.390142992
1.44056208,0.483506126,0.119698398,0.56927427,0.311027333,1.50,0.01,0.01,0.004228087,0.00128935,0.00728558,0.006832234,0.003174364,0.002884072,0.000613572,30600,72600,0.00428558,68.89393939,9.336755647,275.1917098,14.69618152,353.1566265,13.63983248,0.988428444,540.0754717,12.37527021,0.521996709,2037.8,9.685361217,0.192904656,0.022198869,0.006832234,0.000796418,101.6701389,9.799531459,0.027597549,309205,75501,12236,24105,9540,11371,12630,45581,11414,27761,79066,0.5,-0.043,19762.6,19114.37,103.97,4.272175306
1.294805454,0.483103698,0.120833365,0.567878739,0.302813956,1.51,0.01,0.01,0.004256664,0.001385127,0.006965024,0.005871552,0.00297657,0.002066906,0.000744611,30500,71700,0.004902807,70.64864865,9.977099237,276.505102,14.83575144,359.8433735,13.74459273,0.984447746,540.9622642,12.41706366,0.519703089,2034.6,9.642654028,0.198154657,0.020187034,0.005871552,0.000798066,101.4013841,8.325284091,0.027482163,313798,76198,14942,26158,11501,11487,12309,45142,10435,30294,75332,0.25,0.074,17425.03,19033.71,123.31,4.300144046
1.221718745,0.482276119,0.124067164,0.577425373,0.296641791,1.45,0.01,0.01,0.004235075,0.001321828,0.007010261,0.005155784,0.00301306,0.001706157,0.00038806,30400,70700,0.006161381,76.80232558,10.70502431,282.0255102,15.14023555,366.4939759,13.93449382,0.985474531,544.4716981,12.45984456,0.520021356,2041.2,9.35472044,0.175163399,0.021034515,0.005155784,0.000798507,100.5833333,7.283882323,0.027022388,339622,74998,12856,25893,13347,12239,11924,48245,11055,31366,97700,0.25,0.066,17823.07,17450.77,101.73,4.155468284
1.059989443,0.482822656,0.125348189,0.586815227,0.286908078,1.43,0.01,0.01,0.004400186,0.001450325,0.007987929,0.005691736,0.003629526,0.001571031,0.00044104,30300,70100,0.006398329,77.42696629,10.8519685,286.2828283,15.38236092,370.3902439,13.98342541,0.986783265,544.6037736,12.50606586,0.517461015,2057.8,9.336660617,0.196897889,0.022167131,0.005691736,0.000799443,100.0927835,7.390763766,0.027044568,323697,72474,11863,27780,9478,11664,11543,58812,10195,27604,82284,0.25,0.073,16576.66,16291.31,99.66,4.055092851
0.835986899,0.482917821,0.127423823,0.596491228,0.276084949,1.42,0.01,0.01,0.004497692,0.001429363,0.006658356,0.005050785,0.00301662,0.001718375,0.000263158,32100,83100,0.006674977,78.57608696,10.67799114,291.2512563,15.74117328,365.8313253,14.10966543,0.984254308,552.4339623,12.49104096,0.52344077,2060.2,9.347549909,0.183474012,0.025610342,0.005050785,0.000796861,98.04362416,7.355740181,0.026977839,304475,69200,21834,26288,9605,11488,11600,42238,8029,27409,76783,0.25,0.084,13104.14,10395.18,78.96,3.984200369
0.774217617,0.482536765,0.128676471,0.607536765,0.263786765,1.37,0.01,0.01,0.004253676,0.001316176,0.006504596,0.005252757,0.003176471,0.001704963,0.000304228,32700,84500,0.006811581,79.68817204,11.41910632,294.2537313,15.91202583,367.4698795,14.06826568,0.984672099,471.3606557,12.21452846,0.532362644,2041.4,9.279090909,0.188159706,0.025229779,0.005252757,0.000794118,97.53401361,7.396182615,0.026355699,299246,68186,12744,26337,9166,11167,13409,41082,9056,30270,77830,0.25,0.073,12217.56,8455.35,79.44,4.0208125
0.62417295,0.48168895,0.129829764,0.605601479,0.260784617,1.42,0.01,0.01,0.004507673,0.001435174,0.00551385,0.004919291,0.003056949,0.001497374,0.000340271,33600,86500,0.007006651,81.4893617,11.26470588,294.9261084,16.18108108,366.8433735,14.14212726,0.983174034,469.0655738,12.22255446,0.54156397,2023,9.170444243,0.218506642,0.024437296,0.004919291,0.000787562,94.35738832,7.316280309,0.025116008,317418,72164,15871,26985,11183,13048,11121,43620,10793,32911,79723,0.25,0.094,11577.51,10228.92,87.67,3.972962194
0.402805366,0.481785064,0.127504554,0.611111111,0.258652095,1.37,0.01,0.01,0.004575592,0.001547359,0.005083789,0.004770492,0.002995446,0.001607468,0.000159381,35200,90600,0.007124772,79.02020202,11.25611511,296.3676471,16.43354172,368.0714286,14.44091546,0.980913493,484.6551724,12.12683348,0.551819489,2000.8,9.078039927,0.251586582,0.022632969,0.004770492,0.00079326,96.66447368,7.571759856,0.026763206,314574,72146,21720,25596,12761,11710,11178,37682,10468,29715,81598,0.25,0.102,10428.05,10546.44,94.49,3.756182149
0.6606592,0.482320943,0.129646419,0.617407072,0.252039891,1.38,0.01,0.01,0.004782412,0.001522212,0.006013599,0.00630553,0.003355394,0.002471442,0.000469628,36900,94600,0.007441523,82.90909091,11.3526971,296.7718447,16.67166621,353.9883721,14.44850498,0.979274611,489.2931034,12.1693825,0.541620298,1972,9.197761194,0.217532468,0.022692656,0.00630553,0.000786945,95.00958466,7.738225345,0.026961015,342736,71618,19997,26514,8901,12986,9491,48348,9947,30256,104678,2,0.503,8776.39,8859.56,106.76,4.001294651
1.694106992,0.485940246,0.123022847,0.580843585,0.296133568,1.46,0.02,0.02,0.004380492,0.001346221,0.005585237,0.006876098,0.003209139,0.002438489,0.001130053,44100,118200,0.004859402,106.3461538,8.002894356,288.2009804,14.42065244,338.3033708,13.74840183,0.983950374,563.0714286,12.96013152,0.564311768,2048,9.716788321,0.155079282,0.030094903,0.006876098,0.000837434,99.03661972,12.04866347,0.030894552,355065,87124,24847,26311,10838,12923,14016,57709,17612,37560,66126,2.35,-0.071,28538.44,23656.62,108.23,4.16469229
1.829508307,0.485564304,0.125109361,0.583552056,0.292213473,1.54,0.02,0.02,0.004343832,0.001285214,0.005778653,0.006981627,0.003371829,0.002501312,0.001068241,43000,109900,0.005294838,110.0363636,8.733044733,286.5865385,14.59241126,344.9325843,13.85959368,0.98660296,571.1964286,13.13634497,0.549094741,1998.769231,9.504023409,0.153900088,0.028244969,0.006981627,0.000834646,99.41926346,10.69969512,0.030704287,339175,78671,18189,26486,12514,13150,13656,61649,19808,31264,63788,1.95,-0.07,23327.46,20014.77,111.41,4.172104112
1.63613577,0.484742807,0.126416739,0.585004359,0.288578901,1.54,0.02,0.02,0.004506539,0.001342633,0.005285092,0.006727114,0.003209241,0.002589364,0.000915432,42000,104200,0.005886661,114.440678,9.469845722,283.3364929,14.53184249,353.0561798,14.07165249,0.988541667,579.1071429,13.20977597,0.550062759,2102.75,9.579726651,0.153887786,0.027163034,0.006727114,0.00083435,100.7463127,9.62870031,0.029775937,335446,79714,17995,22931,10328,13717,10736,51248,18238,33219,77320,1.25,-0.054,24719.22,22764.94,112.5,4.065730602
1.398769087,0.48392702,0.12771503,0.588184188,0.284100782,1.53,0.02,0.02,0.004453519,0.001436142,0.005472632,0.006834926,0.003293658,0.002651607,0.000773241,41800,98400,0.006172893,116.4754098,9.666666667,285.3915094,14.68875941,355.043956,14.18305531,0.990501176,581.6785714,13.16121212,0.543981043,2104.25,9.525084874,0.155483096,0.02516073,0.006834926,0.000828844,101.3946588,8.745840799,0.029687228,306605,75981,19791,23257,8273,12429,11480,46507,13489,30597,64802,0.5,-0.043,19762.6,19114.37,103.97,3.998557776
1.259435856,0.484042572,0.128571032,0.582764591,0.274825651,1.54,0.02,0.02,0.004506035,0.001475726,0.005312788,0.006137739,0.003231347,0.002157697,0.000733097,41600,90100,0.006366507,120.442623,10.64782609,277.6531532,14.79572732,349.5851064,14.21323529,0.988827315,578.6071429,13.12353179,0.54660394,2086,9.672333849,0.165202766,0.021346472,0.006137739,0.000833616,101.1661808,8.207190161,0.030069116,310010,75794,17478,24522,10662,11152,16886,43024,8706,29776,72011,0.25,0.074,17425.03,19033.71,123.31,3.984732342
1.230368812,0.484010372,0.131374244,0.597234226,0.270527226,1.45,0.01,0.02,0.004641314,0.001476232,0.005038894,0.005847882,0.002961106,0.00205013,0.000821953,41600,85100,0.006767502,115.1470588,10.90529248,272.6403509,14.83579952,351.8631579,14.26066553,0.988220484,576.8928571,13.05292929,0.543145239,2084.583333,9.741043614,0.162466002,0.022764045,0.005847882,0.000828003,102.4324324,6.932926829,0.029481417,335861,77986,16871,26048,10907,13244,13716,59617,14993,32808,69671,0.25,0.066,17823.07,17450.77,101.73,3.821313742
1.051850361,0.48362069,0.132758621,0.606034483,0.260344828,1.49,0.02,0.02,0.004603448,0.001562069,0.005831034,0.006397414,0.003730172,0.001866379,0.000784483,41800,84400,0.00697069,110.7671233,10.92702703,273.7130435,14.92508298,344.244898,14.28886065,0.986834021,570.8571429,12.89032258,0.541365303,2094,9.792673422,0.156823911,0.02322931,0.006397414,0.00082931,102.0203488,7.044359695,0.03025431,324434,71501,21983,23781,9850,12958,13430,53427,11768,32628,73110,0.25,0.073,16576.66,16291.31,99.66,3.727412069
0.827198468,0.482817869,0.134020619,0.615120275,0.25,1.47,0.01,0.02,0.00490378,0.001516323,0.005243127,0.005504296,0.003270619,0.001599656,0.000595361,42300,89200,0.007037801,112.2191781,11.08525034,277.6493506,15.13378952,332.8910891,14.18649789,0.989597467,577.7142857,12.90466693,0.538512679,2050,9.628180039,0.162713121,0.026572165,0.005504296,0.000829038,98.98550725,7.089474777,0.029338488,313616,72967,14448,25695,10174,12161,14042,48451,17612,30630,67436,0.25,0.084,13104.14,10395.18,78.96,3.582723368
0.756025807,0.483290488,0.135389889,0.625535561,0.23907455,1.43,0.01,0.02,0.004684662,0.001466153,0.00498886,0.005705227,0.003147386,0.00169066,0.000503856,43400,90800,0.006959726,108.2933333,11.02035278,282.75,15.4457264,331.5882353,14.1455458,0.985399522,575.875,12.9254509,0.535382487,2046,9.669948799,0.168676934,0.026127678,0.005705227,0.000821765,99.36046512,6.998361998,0.029288775,303281,73556,17097,25311,9048,13611,14139,34700,15626,28392,71801,0.25,0.073,12217.56,8455.35,79.44,3.527700086
0.562081378,0.482969564,0.136163989,0.620583388,0.235373418,1.44,0.01,0.02,0.004982954,0.001553273,0.005069295,0.005732663,0.003262984,0.002039686,0.000399218,45200,94700,0.006943993,108.3066667,11.03668478,286.527897,15.7529495,328.1960784,14.22694433,0.986470641,540.8666667,12.92908367,0.547797335,2036.166667,9.665348101,0.204393505,0.026141489,0.005732663,0.000810403,98.54867257,7.23900325,0.028559021,331215,76231,13653,26035,10999,13622,12534,47579,11947,35912,82704,0.25,0.094,11577.51,10228.92,87.67,3.565163089
0.416094429,0.482493595,0.135781383,0.624252775,0.233988044,1.40,0.02,0.02,0.005027327,0.001590948,0.004653288,0.00530316,0.002888984,0.002084543,0.000288642,48000,97600,0.007002562,109.3333333,11.38888889,288.1201717,15.86294896,324.3047619,14.27158424,0.983082868,509.3015873,12.73253968,0.552875696,2009.25,9.571655419,0.208650915,0.023924851,0.00530316,0.000811272,99.10893855,7.257312334,0.030299744,341504,75664,14866,24065,10609,13404,14501,49701,20026,34496,84172,0.25,0.102,10428.05,10546.44,94.49,3.568798463
0.80600071,0.482935154,0.137372014,0.630546075,0.2278157,1.41,0.02,0.02,0.005239761,0.00162116,0.005323379,0.006466724,0.003263652,0.002667235,0.000433447,51600,106000,0.007182594,110.7631579,11.57909216,291.0171674,16.10235099,322.8,14.49080804,0.985036957,521.8064516,12.64243845,0.552151429,2013.416667,9.595313741,0.184835843,0.026120307,0.006466724,0.000802901,95.87037037,7.442801397,0.030920648,320812,74265,19437,24311,9768,13534,14218,47155,10288,30046,77791,2,0.503,8776.39,8859.56,106.76,3.802831911
1.919272168,0.486979167,0.126302083,0.567708333,0.305989583,1.56,0.01,0.01,0.004322917,0.001423177,0.005811198,0.006285156,0.003382813,0.002152344,0.000733073,30100,54200,0.002040365,22.07042254,5.403448276,209.5,13.2629199,258.6097561,11.55640327,0.981848881,624.4571429,13.2140266,0.568870523,1653.666667,9.494736842,0.153140761,0.027122396,0.006285156,0.000820313,90.71428571,12.71271271,0.033072917,286636,76582,14360,25639,12412,9321,12517,42775,11039,24358,57634,2.35,-0.071,28538.44,23656.62,108.23,4.476899127
2.000028605,0.485788114,0.127906977,0.569767442,0.302325581,1.67,0.01,0.01,0.004229974,0.001396641,0.005958656,0.006023256,0.003390181,0.002103359,0.000496124,30300,54500,0.002472868,25.18421053,5.925696594,209.005,13.35495208,259.804878,11.62247681,0.982465906,636.1428571,13.40457556,0.55950886,1636.666667,9.571150097,0.165575304,0.026599483,0.006023256,0.000816537,91.71326165,12.22551362,0.033059432,283352,74240,11937,24929,8853,10640,10336,44709,9340,25546,62822,1.95,-0.07,23327.46,20014.77,111.41,4.469652455
1.844106041,0.485237484,0.129653402,0.572528883,0.297817715,1.62,0.01,0.01,0.00434018,0.001390244,0.00516303,0.004974326,0.002911425,0.001558408,0.000494223,30700,54900,0.003318357,31.14457831,6.611253197,209.8358209,13.5226034,262.3253012,11.7628309,0.984462898,645.4857143,13.47167561,0.567956551,1602,10.24733475,0.179146919,0.025052632,0.004974326,0.00081258,95.01486989,11.24955986,0.032810013,266190,75836,11563,23450,9423,9537,11172,34521,7821,26530,56337,1.25,-0.054,24719.22,22764.94,112.5,4.302612323
1.62228303,0.485933504,0.130434783,0.576726343,0.292838875,1.65,0.01,0.01,0.004415601,0.001430946,0.005455243,0.005231458,0.003167519,0.001539642,0.000514066,31000,55700,0.003936061,34.97727273,7.043478261,212.6831683,13.60417986,270.3571429,12.03497615,0.98414525,634.4166667,13.578478,0.558831306,1871.8,10.422049,0.197374818,0.022734015,0.005231458,0.000817136,95.29588015,10.46217105,0.032537084,265134,69783,12335,22408,8805,10267,10821,33764,10638,23791,62521,0.5,-0.043,19762.6,19114.37,103.97,4.107473146
1.40239424,0.484879376,0.130902204,0.573771513,0.282695681,1.63,0.01,0.01,0.004424588,0.001517655,0.005206294,0.005043598,0.003006076,0.00152401,0.000505885,31500,56400,0.004241554,34.76041667,7.222943723,214.3465347,13.83322684,275.4285714,12.38543897,0.984627309,605.9473684,13.45762712,0.560424605,1823.6,10.22197309,0.190823775,0.020195999,0.005043598,0.000814755,94.07462687,8.937256292,0.032046165,279454,72418,14276,22868,8688,11469,11044,34437,7464,25413,71377,0.25,0.074,17425.03,19033.71,123.31,4.159079238
1.277510818,0.484197219,0.134007585,0.585335019,0.278128951,1.55,0.01,0.01,0.004685209,0.001434893,0.004916561,0.004485461,0.002823009,0.001221239,0.000415929,32000,57400,0.006027813,39.08196721,8.335664336,212.5,13.81350584,276.0470588,12.34947368,0.980774096,595.7692308,13.18671964,0.552712248,1805.8,10.14494382,0.172466735,0.020585335,0.004485461,0.000811631,96.16205534,7.536864932,0.030757269,283518,68391,19387,24709,9192,10854,11722,40858,6682,25645,66078,0.25,0.066,17823.07,17450.77,101.73,3.835410872
1.080046578,0.483668342,0.135678392,0.594221106,0.268844221,1.60,0.01,0.01,0.004703518,0.001483668,0.006133166,0.005444724,0.00376005,0.00115201,0.000523869,32800,58800,0.006301508,40.128,8.909413854,214.7681159,13.93636364,280.1882353,12.51497635,0.980627759,611.2894737,13.2889016,0.53414406,2226.75,10.21444954,0.182275932,0.021688442,0.005444724,0.000817839,96.70498084,7.358600583,0.031708543,287092,65732,12394,25387,9635,10165,8314,53946,10735,24249,66535,0.25,0.073,16576.66,16291.31,99.66,3.934055276
0.956182479,0.48375,0.13625,0.6025,0.26,1.60,0.01,0.01,0.0045425,0.00155,0.0054175,0.00475375,0.00315625,0.00114875,0.00044125,33400,62100,0.0065525,41.936,9.445045045,217.5024155,14.15372524,283.3647059,12.75066173,0.979706877,593.7,12.92056583,0.52816358,2191.25,9.782366071,0.185106383,0.026035,0.00475375,0.00081375,94.40449438,7.450783328,0.0315075,278972,67355,13074,25327,9636,10110,10056,36628,10113,25515,71158,0.25,0.084,13104.14,10395.18,78.96,3.8842975
0.905395764,0.484433375,0.138231631,0.610211706,0.251556663,1.56,0.01,0.01,0.004641345,0.001458281,0.004940224,0.004457036,0.002870486,0.001178082,0.000327522,34700,64900,0.006549191,42.072,9.475675676,219.5167464,14.40018832,287.6235294,13.06680919,0.979823608,593.775,12.98578458,0.548760991,2156,9.404580153,0.198036952,0.025119552,0.004457036,0.0008132,91.63117871,7.568781407,0.030011208,300191,69639,11774,25518,9052,11486,10994,36870,12502,27673,84682,0.25,0.073,12217.56,8455.35,79.44,4.175667497
0.713974579,0.483325355,0.139141823,0.602009887,0.249210605,1.61,0.01,0.01,0.004594984,0.001529181,0.005129515,0.00521633,0.003079445,0.001690408,0.000443996,36400,67600,0.006685981,42.4488189,9.524734982,222.6857143,14.55915318,288.2117647,13.04472843,0.980551841,612.6923077,13.02179837,0.559371285,2133.5,9.266015201,0.206349206,0.026480999,0.00521633,0.00081854,94.03614458,7.72007913,0.029039555,329482,71456,18077,25260,10042,11546,15586,43722,11320,28347,94124,0.25,0.094,11577.51,10228.92,87.67,4.232337526
0.475327118,0.482716049,0.140740741,0.608641975,0.24691358,1.55,0.01,0.01,0.004959259,0.001638272,0.004566667,0.004660494,0.002704938,0.001380247,0.000392593,37300,69600,0.006723457,42.88188976,9.638938053,224.985782,14.82110521,294.5882353,12.98755187,0.982647438,607.5384615,12.89820359,0.573772661,2102.25,8.860906217,0.212686567,0.023835802,0.004660494,0.000814815,92.1484375,8.007467753,0.029123457,309122,73211,8113,23857,10811,11364,14199,38433,12843,29652,86640,0.25,0.102,10428.05,10546.44,94.49,4.145998765
0.827324426,0.484029484,0.142506143,0.613022113,0.242014742,1.54,0.01,0.01,0.005066339,0.001594595,0.005226044,0.00552457,0.003017199,0.001938575,0.000522113,39500,74300,0.00690172,44.23622047,9.908289242,225.5794393,14.94551084,288.0344828,12.937016,0.979535332,615.1538462,12.90532544,0.56854164,2122.25,9.277595628,0.170657157,0.023676904,0.00552457,0.000812039,89.57971014,8.165125495,0.030373464,315973,71648,14651,24906,9349,11287,15457,41279,10945,27684,88768,2,0.503,8776.39,8859.56,106.76,4.268697789
1.293418697,0.489519112,0.117139334,0.57459926,0.308261406,1.44,0.02,0.02,0.004517879,0.00167201,0.005653514,0.005323058,0.003537608,0.001019729,0.000704069,24300,45600,0.004824908,68.64912281,7.598058252,224.4438202,12.7925072,231.655914,11.65170362,0.95422872,573.0952381,13.16019683,0.569979716,2292.428571,12.55633803,0.07474695,0.028067818,0.005323058,0.000924784,85.86147186,9.135882082,0.024456227,298705,72356,19477,21427,9314,10562,12635,47038,6606,28479,70812,2.35,-0.071,28538.44,23656.62,108.23,4.382463639
1.402705549,0.489596083,0.11872705,0.578947368,0.303549572,1.53,0.02,0.02,0.004250918,0.001575275,0.005878825,0.005922889,0.003626683,0.001424725,0.000647491,24600,46000,0.004919217,70.50877193,7.895874263,225.679558,13.00063654,236.7741935,11.81964573,0.96138077,585.5238095,13.02542373,0.554182272,2287.142857,12.43012422,0.080603817,0.026954712,0.005922889,0.000914321,89.08225108,9.474217311,0.025187271,273076,70980,9105,22777,9126,9309,10819,38873,9817,23244,69026,1.95,-0.07,23327.46,20014.77,111.41,4.377168911
1.321601075,0.489671932,0.120291616,0.582017011,0.297691373,1.50,0.01,0.02,0.004386391,0.001668287,0.005659781,0.005886999,0.003499392,0.001452005,0.000925881,25000,46500,0.005054678,71.72413793,8.237623762,228.5604396,13.315621,246.0108696,12.18137783,0.965113285,600.1428571,13.16240209,0.571634097,2270.714286,12.83925687,0.088994364,0.026006075,0.005886999,0.00090401,87.48898678,8.687664042,0.024131227,287703,71521,15406,21574,9121,11879,12539,38964,9153,26806,70739,1.25,-0.054,24719.22,22764.94,112.5,4.199580802
1.082930033,0.489156627,0.121686747,0.586746988,0.291566265,1.51,0.01,0.02,0.004425301,0.001649398,0.005520482,0.005966265,0.00349759,0.001866265,0.000563855,25400,47300,0.005568675,74.5483871,8.543438078,229.0756757,13.53529224,254.0326087,12.52465166,0.964606181,607.1666667,13.19244697,0.568963422,2286.857143,13.07843137,0.086623118,0.024243373,0.005966265,0.000903614,88.34955752,8.29538845,0.024056627,282995,67954,23148,21660,10748,10311,13039,35038,7299,27853,65946,0.5,-0.043,19762.6,19114.37,103.97,4.010127711
0.868791704,0.48905537,0.12248931,0.585492197,0.280914568,1.51,0.02,0.02,0.004588409,0.001725893,0.005502258,0.005438779,0.003583534,0.001263579,0.000573701,25900,47500,0.005957386,76.52307692,9.02722323,227.6315789,13.69104147,246.1134021,12.37584241,0.965871151,592.5454545,13.15438951,0.563467132,2299,13.56913997,0.098810872,0.021246092,0.005438779,0.000894686,88.5990991,8.253881662,0.023557664,281498,70580,10583,22376,9399,12737,12132,35364,11038,31066,66222,0.25,0.074,17425.03,19033.71,123.31,3.911265615
0.828531693,0.488703924,0.126040428,0.599286564,0.274673008,1.43,0.01,0.02,0.004426873,0.001665874,0.005231867,0.005470868,0.003222354,0.001655172,0.000398335,26600,48700,0.007613555,86.52702703,10.36084142,231.2670157,13.86440678,252.5773196,12.60288066,0.968813237,598.7727273,13.15984016,0.570125161,2301,13.99391833,0.085100368,0.020934602,0.005470868,0.000879905,86.56621005,7.687753447,0.022542212,300073,72357,24946,23870,10962,11438,10058,39919,11525,29460,65537,0.25,0.066,17823.07,17450.77,101.73,3.712401902
0.712837603,0.488783943,0.127508855,0.608028335,0.265643447,1.44,0.01,0.02,0.004676505,0.001739079,0.006107438,0.006067296,0.004210153,0.001358914,0.000432113,27200,50300,0.007831169,89.63513514,10.66398714,234.6735751,14.18033813,250.4848485,12.83540373,0.969129129,610,13.31349206,0.568173973,2313.571429,14.24362357,0.094758065,0.023,0.006067296,0.000867769,84.81981982,7.720377204,0.022231405,271790,67396,13467,24022,8872,12855,10908,35266,10372,25739,62894,0.25,0.073,16576.66,16291.31,99.66,3.661656434
0.546918074,0.48943662,0.129107981,0.615023474,0.255868545,1.43,0.02,0.02,0.00460446,0.001867371,0.00533216,0.005119718,0.003711268,0.001117371,0.0002723,28000,52300,0.007947183,91.5,10.92096774,237.5846154,14.3878882,257.2323232,12.920345,0.971764975,620.8863636,13.37200196,0.574451584,2315.571429,14.61587015,0.098224513,0.027888498,0.005119718,0.000861502,85.03030303,7.850519584,0.023053991,273153,68628,15499,21740,9006,11541,10627,36302,9167,26962,63681,0.25,0.084,13104.14,10395.18,78.96,3.570758216
0.544769952,0.49008168,0.131855309,0.620770128,0.248541424,1.41,0.02,0.02,0.004576429,0.001763127,0.005233372,0.004966161,0.003631272,0.001003501,0.000291715,29500,53600,0.008135356,94.21621622,11.2815534,237.815,14.65280345,264.1836735,13.24296675,0.967990919,597.1086957,13.28834059,0.566805363,2324.142857,14.93939394,0.10959682,0.02784014,0.004966161,0.000852975,83.13537118,7.815270936,0.022214702,264055,65244,17723,21213,8948,11210,10351,33480,10159,28215,57511,0.25,0.073,12217.56,8455.35,79.44,3.735099183
0.508893965,0.489558845,0.133634968,0.615769197,0.245147872,1.46,0.02,0.02,0.004890653,0.001961591,0.005281117,0.005276482,0.003689135,0.001156331,0.00023984,30500,55800,0.008205544,94.42666667,11.34935897,230.464455,14.603003,256.9126214,13.29748744,0.976118058,599.5869565,13.20929119,0.579079307,2365.428571,16.45924453,0.120221607,0.030223329,0.005276482,0.000836544,84.18061674,8.218924731,0.022140602,267809,67502,11073,20946,8399,11335,10466,29738,13472,31323,63555,0.25,0.094,11577.51,10228.92,87.67,3.721305796
0.363346658,0.489042676,0.134948097,0.621683968,0.242214533,1.31,0.02,0.02,0.004874279,0.001912341,0.004657439,0.004968858,0.003138408,0.001547866,0.000254902,31500,57500,0.008305652,96.01333333,11.41204437,233.8967136,14.8627685,262.6504854,13.41914683,0.973867409,608.7555556,13.28516004,0.584221265,2075.5,15.28913444,0.122534037,0.027585928,0.004968858,0.00083391,85.35744681,8.623817713,0.023136101,302073,72120,14323,21514,8677,13076,10352,39471,11475,32789,78276,0.25,0.102,10428.05,10546.44,94.49,3.495334487
0.639357153,0.489092997,0.137772675,0.625717566,0.236509759,1.35,0.02,0.02,0.00504248,0.002,0.005462687,0.00617566,0.003660161,0.001893226,0.000575201,32500,59300,0.008576349,99.6,12.08737864,236.9023256,15.10946307,262.125,13.3566879,0.971859074,611.1333333,13.2983559,0.595589933,1851.666667,15.3030303,0.106759657,0.025879449,0.00617566,0.000819747,85.65400844,8.757549612,0.023306544,299175,68229,11756,23841,10181,11641,13119,33434,13058,29509,84407,2,0.503,8776.39,8859.56,106.76,3.747608496
1.540605897,0.488042948,0.122010737,0.559297218,0.318692045,1.57,0.01,0.01,0.00429917,0.001454856,0.005905808,0.006064422,0.003351879,0.001837482,0.000872133,25200,53400,0.004349927,93.82105263,9.451749735,285.3665768,14.58278237,285.7806122,11.94307036,0.959839357,560.7,12.65402844,0.491138009,1591.1,9.725550122,0.229498164,0.025767204,0.006064422,0.00082284,86.49823944,7.41935971,0.023978038,315017,74505,25124,24319,13614,10687,14404,47655,6496,33429,64785,2.35,-0.071,28538.44,23656.62,108.23,4.170198392
1.687028589,0.48763936,0.123606398,0.561318468,0.315559864,1.57,0.01,0.01,0.004235095,0.001479884,0.005942317,0.006003878,0.003375667,0.001709646,0.000847794,25200,53500,0.004502666,96.76041667,9.82962963,291.9297297,14.85341034,289.7959184,12.141941,0.96536841,572.24,12.84489338,0.475272195,1545.2,9.57966522,0.219090909,0.024865245,0.006003878,0.000817741,89.34035088,7.81762358,0.02468444,288413,71705,11528,24861,12443,10019,12547,50509,6984,27531,60286,1.95,-0.07,23327.46,20014.77,111.41,4.167500242
